intake_id,ref,source_item_id,disposition,target_records,grounds_note
116,INTK-0116,[PKG-194],parked,,Parked: [PKG-194] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
117,INTK-0117,[PKG-195],parked,,Parked: [PKG-195] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
118,INTK-0118,[PKG-196],parked,,Parked: [PKG-196] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
119,INTK-0119,[PKG-197],parked,,Parked: [PKG-197] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
120,INTK-0120,[PKG-198],parked,,Parked: [PKG-198] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
121,INTK-0121,[PKG-199],parked,,Parked: [PKG-199] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
122,INTK-0122,[PKG-200],parked,,Parked: [PKG-200] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
123,INTK-0123,[PLAN-067],parked,,Parked: [PLAN-067] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
124,INTK-0124,[PLAN-068],parked,,Parked: [PLAN-068] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
125,INTK-0125,[PLAN-069],parked,,Parked: [PLAN-069] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
126,INTK-0126,[PLAN-070],parked,,Parked: [PLAN-070] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
127,INTK-0127,[PLAN-071],parked,,Parked: [PLAN-071] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
128,INTK-0128,[PLAN-072],parked,,Parked: [PLAN-072] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
129,INTK-0129,[PLAN-073],parked,,Parked: [PLAN-073] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
130,INTK-0130,[PLAN-074],parked,,Parked: [PLAN-074] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
131,INTK-0131,[PLAN-075],parked,,Parked: [PLAN-075] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
132,INTK-0132,[PLAN-076],parked,,Parked: [PLAN-076] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
133,INTK-0133,[PLAN-077],parked,,Parked: [PLAN-077] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
134,INTK-0134,[PLAN-078],parked,,Parked: [PLAN-078] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
135,INTK-0135,[PLAN-079],parked,,Parked: [PLAN-079] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
136,INTK-0136,[PLAN-080],parked,,Parked: [PLAN-080] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
137,INTK-0137,[PLAN-081],parked,,Parked: [PLAN-081] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
138,INTK-0138,[PLAN-082],parked,,Parked: [PLAN-082] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
139,INTK-0139,[PLAN-083],parked,,Parked: [PLAN-083] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
140,INTK-0140,[PLAN-084],parked,,Parked: [PLAN-084] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
141,INTK-0141,[PLAN-085],parked,,Parked: [PLAN-085] is a month-scoped level-of-effort plan row (need-by 2026-09-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
142,INTK-0142,[PLAN-086],parked,,Parked: [PLAN-086] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
143,INTK-0143,[PLAN-087],parked,,Parked: [PLAN-087] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
144,INTK-0144,[PLAN-088],parked,,Parked: [PLAN-088] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
145,INTK-0145,[PLAN-089],parked,,Parked: [PLAN-089] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
146,INTK-0146,[PLAN-090],parked,,Parked: [PLAN-090] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
147,INTK-0147,[PLAN-091],parked,,Parked: [PLAN-091] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
148,INTK-0148,[PLAN-092],parked,,Parked: [PLAN-092] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
149,INTK-0149,[PLAN-093],parked,,Parked: [PLAN-093] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
150,INTK-0150,[PLAN-094],parked,,Parked: [PLAN-094] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
151,INTK-0151,[PLAN-095],parked,,Parked: [PLAN-095] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
152,INTK-0152,[PLAN-096],parked,,Parked: [PLAN-096] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
153,INTK-0153,[PLAN-097],parked,,Parked: [PLAN-097] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
154,INTK-0154,[PLAN-098],parked,,Parked: [PLAN-098] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
155,INTK-0155,[PLAN-099],parked,,Parked: [PLAN-099] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
156,INTK-0156,[PLAN-100],parked,,Parked: [PLAN-100] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
157,INTK-0157,[PLAN-101],parked,,Parked: [PLAN-101] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
158,INTK-0158,[PLAN-102],parked,,Parked: [PLAN-102] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
159,INTK-0159,[PLAN-103],parked,,Parked: [PLAN-103] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
160,INTK-0160,[PLAN-104],parked,,Parked: [PLAN-104] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
161,INTK-0161,[PLAN-105],parked,,Parked: [PLAN-105] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
162,INTK-0162,[PLAN-106],parked,,Parked: [PLAN-106] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
163,INTK-0163,[PLAN-107],parked,,Parked: [PLAN-107] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
164,INTK-0164,[PLAN-108],parked,,Parked: [PLAN-108] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
165,INTK-0165,[PLAN-109],parked,,Parked: [PLAN-109] is a month-scoped level-of-effort plan row (need-by 2026-09-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
166,INTK-0166,[PLAN-110],parked,,Parked: [PLAN-110] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
167,INTK-0167,[PLAN-111],parked,,Parked: [PLAN-111] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
168,INTK-0168,[PLAN-112],parked,,Parked: [PLAN-112] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
169,INTK-0169,[PLAN-113],parked,,Parked: [PLAN-113] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
170,INTK-0170,[PLAN-114],parked,,Parked: [PLAN-114] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
171,INTK-0171,[PLAN-115],parked,,Parked: [PLAN-115] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
172,INTK-0172,[PLAN-116],parked,,Parked: [PLAN-116] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
173,INTK-0173,[PLAN-117],parked,,Parked: [PLAN-117] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
174,INTK-0174,[PLAN-118],parked,,Parked: [PLAN-118] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
175,INTK-0175,[PLAN-119],parked,,Parked: [PLAN-119] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
176,INTK-0176,[PLAN-120],parked,,Parked: [PLAN-120] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
177,INTK-0177,[PLAN-121],parked,,Parked: [PLAN-121] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
178,INTK-0178,[PLAN-122],parked,,Parked: [PLAN-122] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
179,INTK-0179,[PLAN-123],parked,,Parked: [PLAN-123] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
180,INTK-0180,[PLAN-124],parked,,Parked: [PLAN-124] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
181,INTK-0181,[PLAN-125],parked,,Parked: [PLAN-125] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
182,INTK-0182,[PLAN-126],parked,,Parked: [PLAN-126] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
183,INTK-0183,[PLAN-127],parked,,Parked: [PLAN-127] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
184,INTK-0184,[PLAN-128],parked,,Parked: [PLAN-128] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
185,INTK-0185,[PLAN-129],parked,,Parked: [PLAN-129] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
186,INTK-0186,[PLAN-130],parked,,Parked: [PLAN-130] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
187,INTK-0187,[PLAN-131],parked,,Parked: [PLAN-131] is a month-scoped level-of-effort plan row (need-by 2026-09-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
188,INTK-0188,[PLAN-132],parked,,Parked: [PLAN-132] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
189,INTK-0189,[PLAN-133],parked,,Parked: [PLAN-133] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
190,INTK-0190,[PLAN-134],parked,,Parked: [PLAN-134] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
191,INTK-0191,[PLAN-135],parked,,Parked: [PLAN-135] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
192,INTK-0192,[PLAN-136],parked,,Parked: [PLAN-136] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
193,INTK-0193,[PLAN-137],parked,,Parked: [PLAN-137] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
194,INTK-0194,[PLAN-138],parked,,Parked: [PLAN-138] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
195,INTK-0195,[PLAN-139],parked,,Parked: [PLAN-139] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
196,INTK-0196,[PLAN-140],parked,,Parked: [PLAN-140] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
197,INTK-0197,[PLAN-141],parked,,Parked: [PLAN-141] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
198,INTK-0198,[PLAN-142],parked,,Parked: [PLAN-142] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
199,INTK-0199,[PLAN-143],parked,,Parked: [PLAN-143] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
200,INTK-0200,[PLAN-144],parked,,Parked: [PLAN-144] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
201,INTK-0201,[PLAN-145],parked,,Parked: [PLAN-145] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
202,INTK-0202,[PLAN-146],parked,,Parked: [PLAN-146] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
203,INTK-0203,[PLAN-147],parked,,Parked: [PLAN-147] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
204,INTK-0204,[PLAN-148],parked,,Parked: [PLAN-148] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
205,INTK-0205,[PLAN-149],parked,,Parked: [PLAN-149] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
206,INTK-0206,[PLAN-150],parked,,Parked: [PLAN-150] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
207,INTK-0207,[PLAN-151],parked,,Parked: [PLAN-151] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
208,INTK-0208,[PLAN-152],parked,,Parked: [PLAN-152] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
209,INTK-0209,[PLAN-153],parked,,Parked: [PLAN-153] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
210,INTK-0210,[PLAN-154],parked,,Parked: [PLAN-154] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
211,INTK-0211,[PLAN-155],parked,,Parked: [PLAN-155] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
212,INTK-0212,[PLAN-156],parked,,Parked: [PLAN-156] is a month-scoped level-of-effort plan row (need-by 2026-09-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
213,INTK-0213,[PLAN-157],parked,,Parked: [PLAN-157] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
214,INTK-0214,[PLAN-158],parked,,Parked: [PLAN-158] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
215,INTK-0215,[PLAN-159],parked,,Parked: [PLAN-159] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
216,INTK-0216,[PLAN-160],parked,,Parked: [PLAN-160] is a month-scoped level-of-effort plan row (need-by 2026-05-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
217,INTK-0217,[PLAN-161],parked,,Parked: [PLAN-161] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
218,INTK-0218,[PLAN-162],parked,,Parked: [PLAN-162] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
219,INTK-0219,[PLAN-163],parked,,Parked: [PLAN-163] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
220,INTK-0220,[PLAN-164],parked,,Parked: [PLAN-164] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
